Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
World (excluding India),,2020,3276284430,430502377,1483864742,500592347,760886920
World (excluding India),,2021,3441238957,415421088,1387252109,480226440,782172574
World (excluding India),,2022,3480654396,417677338,1402982439,482220643,780587296
World (excluding India),,2023,3591117670,405318089,1363124090,477254868,789173379
World (excluding India),,2024,3673691231,402407559,1346142855,475626704,793004995
World (excluding India),,2025,3740525371,402653164,1335727821,473977794,793879114
World (excluding India),,2026,3804272079,403652902,1330212530,474515769,790879520
Yemen,YEM,2014,2369797,1266219,9141570,7383212,10065510
Zambia,ZMB,2010,674864,234171,1689529,1400178,9966852
Zambia,ZMB,2015,967070,346924,2224148,1727140,11133807
Zambia,ZMB,2022,804041,397676,2541724,1968678,14440819
Zimbabwe,ZWE,2011,1611194,666991,4039744,2421618,4855877
Zimbabwe,ZWE,2017,1510649,634425,3515700,2536917,6614791
Zimbabwe,ZWE,2019,1604886,496593,3302140,2351198,7516551
